1, -731, 6856.6261, 13.712429
2, 513, 6856.1754, 13.711528
3, 681, 6855.7247, 13.710627
4, -266, 6855.2740, 13.709725
5, -882, 6854.8232, 13.708824
6, 382, 6854.3725, 13.707923
7, -1220, 6853.9218, 13.707021
8, 2032, 6853.4711, 13.706120
9, -1204, 6853.0204, 13.705218
10, -1801, 6852.5697, 13.704317
11, 759, 6852.1190, 13.703416
12, 2274, 6851.6682, 13.702514
13, -355, 6851.2175, 13.701613
14, 969, 6850.7668, 13.700712
15, -79, 6850.3161, 13.699810
16, 370, 6849.8654, 13.698909
17, -198, 6849.4147, 13.698007
18, 326, 6848.9640, 13.697106
19, -1576, 6848.5132, 13.696205
20, 223, 6848.0625, 13.695303
21, -1134, 6847.6118, 13.694402
22, 776, 6847.1611, 13.693501
23, -897, 6846.7104, 13.692599
24, -693, 6846.2597, 13.691698
25, 174, 6845.8090, 13.690796
26, -2085, 6845.3582, 13.689895
27, 1228, 6844.9075, 13.688994
28, -449, 6844.4568, 13.688092
29, 1974, 6844.0061, 13.687191
30, 1492, 6843.5554, 13.686290
31, 1012, 6843.1047, 13.685388
32, -133, 6842.6540, 13.684487
33, -61, 6842.2032, 13.683585
34, 31, 6841.7525, 13.682684
35, -328, 6841.3018, 13.681783
36, 1812, 6840.8511, 13.680881
37, -1670, 6840.4004, 13.679980
38, 1020, 6839.9497, 13.679079
39, -341, 6839.4990, 13.678177
40, 2621, 6839.0482, 13.677276
41, 1011, 6838.5975, 13.676374
42, -188, 6838.1468, 13.675473
43, -410, 6837.6961, 13.674572
44, 2361, 6837.2454, 13.673670
45, 1283, 6836.7947, 13.672769
46, 1856, 6836.3440, 13.671868
47, 371, 6835.8932, 13.670966
48, 588, 6835.4425, 13.670065
49, 1842, 6834.9918, 13.669163
50, -907, 6834.5411, 13.668262
51, -44, 6834.0904, 13.667361
52, 920, 6833.6397, 13.666459
53, 32, 6833.1890, 13.665558
54, -49, 6832.7382, 13.664657
55, 480, 6832.2875, 13.663755
56, 134, 6831.8368, 13.662854
57, -475, 6831.3861, 13.661952
58, 589, 6830.9354, 13.661051
59, -359, 6830.4847, 13.660150
60, 931, 6830.0340, 13.659248
61, -207, 6829.5832, 13.658347
62, 318, 6829.1325, 13.657446
63, 177, 6828.6818, 13.656544
64, 51, 6828.2311, 13.655643
65, 690, 6827.7804, 13.654741
66, -151, 6827.3297, 13.653840
67, 1072, 6826.8790, 13.652939
68, -1092, 6826.4282, 13.652037
69, 564, 6825.9775, 13.651136
70, 588, 6825.5268, 13.650235
71, -645, 6825.0761, 13.649333
72, -665, 6824.6254, 13.648432
