1, -1692, 6856.6261, 13.712429
2, -472, 6856.1754, 13.711528
3, -827, 6855.7247, 13.710627
4, -590, 6855.2740, 13.709725
5, 599, 6854.8232, 13.708824
6, 1342, 6854.3725, 13.707923
7, -550, 6853.9218, 13.707021
8, 734, 6853.4711, 13.706120
9, 143, 6853.0204, 13.705218
10, 1124, 6852.5697, 13.704317
11, 799, 6852.1190, 13.703416
12, -799, 6851.6682, 13.702514
13, 2151, 6851.2175, 13.701613
14, 142, 6850.7668, 13.700712
15, 1306, 6850.3161, 13.699810
16, 1431, 6849.8654, 13.698909
17, 1697, 6849.4147, 13.698007
18, 29, 6848.9640, 13.697106
19, 800, 6848.5132, 13.696205
20, -561, 6848.0625, 13.695303
21, 1167, 6847.6118, 13.694402
22, 2238, 6847.1611, 13.693501
23, 2126, 6846.7104, 13.692599
24, 1582, 6846.2597, 13.691698
25, -429, 6845.8090, 13.690796
26, 873, 6845.3582, 13.689895
27, 1166, 6844.9075, 13.688994
28, 964, 6844.4568, 13.688092
29, 586, 6844.0061, 13.687191
30, -346, 6843.5554, 13.686290
31, 1079, 6843.1047, 13.685388
32, 2058, 6842.6540, 13.684487
33, -249, 6842.2032, 13.683585
34, -771, 6841.7525, 13.682684
35, 832, 6841.3018, 13.681783
36, 329, 6840.8511, 13.680881
37, 1934, 6840.4004, 13.679980
38, 419, 6839.9497, 13.679079
39, 802, 6839.4990, 13.678177
40, 2563, 6839.0482, 13.677276
41, 933, 6838.5975, 13.676374
42, 140, 6838.1468, 13.675473
43, 449, 6837.6961, 13.674572
44, 1040, 6837.2454, 13.673670
45, 2271, 6836.7947, 13.672769
46, 544, 6836.3440, 13.671868
47, -1809, 6835.8932, 13.670966
48, -96, 6835.4425, 13.670065
49, -883, 6834.9918, 13.669163
50, 2969, 6834.5411, 13.668262
51, 2123, 6834.0904, 13.667361
52, 1950, 6833.6397, 13.666459
53, 793, 6833.1890, 13.665558
54, -254, 6832.7382, 13.664657
55, 170, 6832.2875, 13.663755
56, 1890, 6831.8368, 13.662854
57, 172, 6831.3861, 13.661952
58, 1193, 6830.9354, 13.661051
59, 581, 6830.4847, 13.660150
60, -111, 6830.0340, 13.659248
61, 1306, 6829.5832, 13.658347
62, 1278, 6829.1325, 13.657446
63, -89, 6828.6818, 13.656544
64, -849, 6828.2311, 13.655643
65, 1263, 6827.7804, 13.654741
66, 765, 6827.3297, 13.653840
67, 2136, 6826.8790, 13.652939
68, -615, 6826.4282, 13.652037
69, 2216, 6825.9775, 13.651136
70, 468, 6825.5268, 13.650235
71, 1002, 6825.0761, 13.649333
72, -294, 6824.6254, 13.648432
73, 2377, 6824.1747, 13.647530
74, 887, 6823.7240, 13.646629
75, 666, 6823.2732, 13.645728
76, 1589, 6822.8225, 13.644826
77, 1028, 6822.3718, 13.643925
78, 516, 6821.9211, 13.643024
79, 929, 6821.4704, 13.642122
80, 2050, 6821.0197, 13.641221
81, 477, 6820.5690, 13.640319
82, 621, 6820.1182, 13.639418
83, 2365, 6819.6675, 13.638517
84, -808, 6819.2168, 13.637615
85, 1673, 6818.7661, 13.636714
86, -62, 6818.3154, 13.635813
87, 1525, 6817.8647, 13.634911
88, 37, 6817.4140, 13.634010
89, 278, 6816.9632, 13.633108
90, 795, 6816.5125, 13.632207
91, 194, 6816.0618, 13.631306
92, 1794, 6815.6111, 13.630404
93, 2503, 6815.1604, 13.629503
94, 1119, 6814.7097, 13.628602
95, -1073, 6814.2590, 13.627700
96, 514, 6813.8082, 13.626799
97, 1944, 6813.3575, 13.625897
98, 961, 6812.9068, 13.624996
99, 900, 6812.4561, 13.624095
100, 1079, 6812.0054, 13.623193
101, 544, 6811.5547, 13.622292
102, 471, 6811.1040, 13.621391
103, 1062, 6810.6532, 13.620489
104, 2699, 6810.2025, 13.619588
105, 1585, 6809.7518, 13.618686
106, 1737, 6809.3011, 13.617785
107, 1458, 6808.8504, 13.616884
108, 2371, 6808.3997, 13.615982
109, -354, 6807.9490, 13.615081
110, 2504, 6807.4982, 13.614180
111, -37, 6807.0475, 13.613278
112, 1017, 6806.5968, 13.612377
113, -53, 6806.1461, 13.611476
114, 1510, 6805.6954, 13.610574
115, 1293, 6805.2447, 13.609673
116, 1202, 6804.7940, 13.608771
117, 885, 6804.3432, 13.607870
118, 669, 6803.8925, 13.606969
119, 911, 6803.4418, 13.606067
120, 897, 6802.9911, 13.605166
121, 1611, 6802.5404, 13.604265
122, 399, 6802.0897, 13.603363
123, 2151, 6801.6390, 13.602462
124, 1342, 6801.1882, 13.601560
125, -116, 6800.7375, 13.600659
126, 667, 6800.2868, 13.599758
127, -463, 6799.8361, 13.598856
128, 995, 6799.3854, 13.597955
129, -218, 6798.9347, 13.597054
130, 3434, 6798.4840, 13.596152
131, -704, 6798.0332, 13.595251
132, 2153, 6797.5825, 13.594349
133, -1030, 6797.1318, 13.593448
134, 773, 6796.6811, 13.592547
135, 1337, 6796.2304, 13.591645
136, 1947, 6795.7797, 13.590744
137, -353, 6795.3290, 13.589843
138, 1891, 6794.8782, 13.588941
139, 1841, 6794.4275, 13.588040
140, 641, 6793.9768, 13.587138
141, 1432, 6793.5261, 13.586237
142, 759, 6793.0754, 13.585336
143, 252, 6792.6247, 13.584434
144, 1078, 6792.1740, 13.583533
145, 880, 6791.7232, 13.582632
146, 1829, 6791.2725, 13.581730
147, 735, 6790.8218, 13.580829
148, -401, 6790.3711, 13.579927
149, 301, 6789.9204, 13.579026
150, -916, 6789.4697, 13.578125
151, -833, 6789.0190, 13.577223
152, -101, 6788.5682, 13.576322
153, 1182, 6788.1175, 13.575421
154, -501, 6787.6668, 13.574519
155, 683, 6787.2161, 13.573618
156, 389, 6786.7654, 13.572716
157, 755, 6786.3147, 13.571815
158, 1887, 6785.8640, 13.570914
159, -413, 6785.4132, 13.570012
160, 2607, 6784.9625, 13.569111
161, 898, 6784.5118, 13.568210
162, -557, 6784.0611, 13.567308
163, 1778, 6783.6104, 13.566407
164, 785, 6783.1597, 13.565505
165, -928, 6782.7090, 13.564604
166, 1438, 6782.2582, 13.563703
167, 1779, 6781.8075, 13.562801
168, 454, 6781.3568, 13.561900
169, -205, 6780.9061, 13.560999
170, 264, 6780.4554, 13.560097
171, -1067, 6780.0047, 13.559196
172, -22, 6779.5540, 13.558294
173, 1118, 6779.1032, 13.557393
174, 1236, 6778.6525, 13.556492
175, -192, 6778.2018, 13.555590
176, 440, 6777.7511, 13.554689
177, 636, 6777.3004, 13.553788
178, 587, 6776.8497, 13.552886
179, 1081, 6776.3990, 13.551985
180, 1037, 6775.9482, 13.551083
181, 424, 6775.4975, 13.550182
182, 954, 6775.0468, 13.549281
183, 861, 6774.5961, 13.548379
184, -704, 6774.1454, 13.547478
185, 2233, 6773.6947, 13.546577
186, -587, 6773.2440, 13.545675
187, 1479, 6772.7932, 13.544774
188, 205, 6772.3425, 13.543872
189, 2337, 6771.8918, 13.542971
190, 645, 6771.4411, 13.542070
191, 2337, 6770.9904, 13.541168
192, 233, 6770.5397, 13.540267
193, 986, 6770.0890, 13.539366
194, 1076, 6769.6382, 13.538464
195, 1184, 6769.1875, 13.537563
196, 188, 6768.7368, 13.536661
197, -461, 6768.2861, 13.535760
198, 228, 6767.8354, 13.534859
199, 1520, 6767.3847, 13.533957
200, 1895, 6766.9340, 13.533056
201, 1432, 6766.4832, 13.532155
202, -1352, 6766.0325, 13.531253
203, 527, 6765.5818, 13.530352
204, -647, 6765.1311, 13.529450
205, 152, 6764.6804, 13.528549
206, 24, 6764.2297, 13.527648
207, 1833, 6763.7790, 13.526746
208, 630, 6763.3282, 13.525845
209, -404, 6762.8775, 13.524944
210, 89, 6762.4268, 13.524042
211, 1586, 6761.9761, 13.523141
212, -115, 6761.5254, 13.522239
213, 461, 6761.0747, 13.521338
214, 55, 6760.6240, 13.520437
215, 630, 6760.1732, 13.519535
216, 867, 6759.7225, 13.518634
217, 1613, 6759.2718, 13.517733
218, 545, 6758.8211, 13.516831
219, 731, 6758.3704, 13.515930
220, 2444, 6757.9197, 13.515028
221, 414, 6757.4690, 13.514127
222, 747, 6757.0182, 13.513226
223, 738, 6756.5675, 13.512324
224, 845, 6756.1168, 13.511423
225, 2658, 6755.6661, 13.510522
226, 115, 6755.2154, 13.509620
227, -88, 6754.7647, 13.508719
228, 985, 6754.3140, 13.507817
229, 2463, 6753.8632, 13.506916
230, 1093, 6753.4125, 13.506015
231, 1600, 6752.9618, 13.505113
232, 952, 6752.5111, 13.504212
233, 2194, 6752.0604, 13.503311
234, 37, 6751.6097, 13.502409
235, -638, 6751.1590, 13.501508
236, 890, 6750.7082, 13.500606
237, 452, 6750.2575, 13.499705
238, 1073, 6749.8068, 13.498804
239, 1323, 6749.3561, 13.497902
240, 711, 6748.9054, 13.497001
241, 499, 6748.4547, 13.496100
242, -755, 6748.0040, 13.495198
243, 931, 6747.5532, 13.494297
244, 729, 6747.1025, 13.493395
245, -234, 6746.6518, 13.492494
246, -1704, 6746.2011, 13.491593
247, -173, 6745.7504, 13.490691
248, 1113, 6745.2997, 13.489790
249, 1232, 6744.8490, 13.488889
250, 543, 6744.3982, 13.487987
251, 280, 6743.9475, 13.487086
252, 1712, 6743.4968, 13.486184
253, 772, 6743.0461, 13.485283
254, 748, 6742.5954, 13.484382
255, -257, 6742.1447, 13.483480
256, 729, 6741.6940, 13.482579
257, 977, 6741.2432, 13.481678
258, 177, 6740.7925, 13.480776
259, 514, 6740.3418, 13.479875
260, 1064, 6739.8911, 13.478973
261, -270, 6739.4404, 13.478072
262, 1237, 6738.9897, 13.477171
263, 2445, 6738.5390, 13.476269
264, 2966, 6738.0882, 13.475368
265, 1719, 6737.6375, 13.474467
266, 501, 6737.1868, 13.473565
267, 642, 6736.7361, 13.472664
268, 1603, 6736.2854, 13.471762
269, 700, 6735.8347, 13.470861
270, -69, 6735.3840, 13.469960
271, 175, 6734.9332, 13.469058
272, 1007, 6734.4825, 13.468157
273, -74, 6734.0318, 13.467256
274, 2738, 6733.5811, 13.466354
275, 1342, 6733.1304, 13.465453
276, 453, 6732.6797, 13.464551
277, 1093, 6732.2290, 13.463650
278, -926, 6731.7782, 13.462749
279, 1289, 6731.3275, 13.461847
280, 1193, 6730.8768, 13.460946
281, -934, 6730.4261, 13.460045
282, 854, 6729.9754, 13.459143
283, 1433, 6729.5247, 13.458242
284, -312, 6729.0740, 13.457340
285, 2398, 6728.6232, 13.456439
286, 224, 6728.1725, 13.455538
287, 1770, 6727.7218, 13.454636
288, -302, 6727.2711, 13.453735
289, 125, 6726.8204, 13.452834
290, 230, 6726.3697, 13.451932
291, 1523, 6725.9190, 13.451031
292, -1339, 6725.4682, 13.450129
293, 136, 6725.0175, 13.449228
